transaction_date,debit,credit,amount,dr_cr_indicator,transaction_id,recipient_name,upi_id,bank,transaction_mode,note,source,category
2025-07-01T14:01:00Z,482,0,-482,DR,txn_818144230c132431,Zomato,zomato@icic,AXIS,UPI,,bank_statement,7
2025-07-02T17:38:00Z,370,0,-370,DR,txn_6e713322990afd5f,Zomato,zomato@icic,ICIC,UPI,,bank_statement,7
2025-07-03T13:36:00Z,296,0,-296,DR,txn_50f1324acab491e6,McDonald's,mcdonalds@hdfc,SBIN,UPI,,bank_statement,7
2025-07-03T18:45:00Z,258,0,-258,DR,txn_a2854b751a0ce9ad,Fuel Station,fuel.petrol@upi,AXIS,UPI,,bank_statement,5
2025-07-04T14:11:00Z,182,0,-182,DR,txn_6287428ad451c21f,Flipkart Flight,flights@flipkart,ICIC,UPI,,bank_statement,5
2025-07-05T16:45:00Z,419,0,-419,DR,txn_71fcd230a851c64c,Local Dhaba,dhaba.local@upi,HDFC,UPI,,bank_statement,7
2025-07-06T12:14:00Z,104,0,-104,DR,txn_31531855f1ae3a69,Ola,ola@icic,SBIN,UPI,,bank_statement,5
2025-07-06T22:06:00Z,252,0,-252,DR,txn_cfd2cd151e32ae16,McDonald's,mcdonalds@hdfc,AXIS,UPI,,bank_statement,7
2025-07-08T12:58:00Z,102,0,-102,DR,txn_86006d9009b4716e,Dominos,dominos@hdfc,HDFC,UPI,,bank_statement,7
2025-07-09T10:44:00Z,260,0,-260,DR,txn_6de2c3d1768b7612,Uber,uber@hdfc,SBIN,UPI,,bank_statement,5
2025-07-10T14:35:00Z,385,0,-385,DR,txn_a108d8d21bdd34b1,Dominos,dominos@hdfc,AXIS,UPI,,bank_statement,7
2025-07-11T09:35:00Z,288,0,-288,DR,txn_f8f942580e8cccab,Uber,uber@hdfc,HDFC,UPI,,bank_statement,5
2025-07-11T12:38:00Z,401,0,-401,DR,txn_61dd0fc4125cd24b,DMart,dmart@hdfc,KOTAK,UPI,,bank_statement,4
2025-07-12T13:35:00Z,452,0,-452,DR,txn_8739e54f7ff873a8,Subway,subway@okaxis,AXIS,UPI,,bank_statement,7
2025-07-13T10:12:00Z,692,0,-692,DR,txn_358f3666a7d98d05,Blinkit,blinkit@okaxis,KOTAK,UPI,,bank_statement,4
2025-07-13T11:30:00Z,229,0,-229,DR,txn_b24778ac2dccad3c,Fuel Station,fuel.petrol@upi,ICIC,UPI,,bank_statement,5
2025-07-13T21:42:00Z,410,0,-410,DR,txn_a2a9ac3ce3985c1e,McDonald's,mcdonalds@hdfc,SBIN,UPI,,bank_statement,7
2025-07-14T19:13:00Z,286,0,-286,DR,txn_14bfe14b591f915d,Flipkart Flight,flights@flipkart,HDFC,UPI,,bank_statement,5
2025-07-15T12:13:00Z,0,2183,2183,CR,txn_dab1f22b7f5c4225,Amit Kumar,rahul.sharma@upi,ICIC,UPI,Received from Amit Kumar,bank_statement,10
2025-07-15T17:45:00Z,274,0,-274,DR,txn_bdeb23c0d6a2be7f,Rapido,rapido@okaxis,ICIC,UPI,,bank_statement,5
2025-07-16T20:06:00Z,135,0,-135,DR,txn_f0cd1a8d1d9a4558,Rapido,rapido@okaxis,AXIS,UPI,,bank_statement,5
2025-07-17T14:57:00Z,516,0,-516,DR,txn_005a9e9e776e4d7f,Spencer,spencer@hdfc,KOTAK,UPI,,bank_statement,4
2025-07-17T20:53:00Z,247,0,-247,DR,txn_bdd7a04113c7b88f,Starbucks,starbucks@hdfc,HDFC,UPI,,bank_statement,7
2025-07-18T17:44:00Z,788,0,-788,DR,txn_9073cff503aaea33,Spencer,spencer@hdfc,KOTAK,UPI,,bank_statement,4
2025-07-18T21:29:00Z,83,0,-83,DR,txn_e832bec6e32d2006,Ola,ola@icic,KOTAK,UPI,,bank_statement,5
2025-07-19T11:53:00Z,605,0,-605,DR,txn_8a0e87657452a627,Blinkit,blinkit@okaxis,AXIS,UPI,,bank_statement,4
2025-07-19T16:29:00Z,276,0,-276,DR,txn_e78a03ba6bf5a35a,Local Dhaba,dhaba.local@upi,KOTAK,UPI,,bank_statement,7
2025-07-20T17:15:00Z,178,0,-178,DR,txn_4e82bac06c238399,Ola,ola@icic,KOTAK,UPI,,bank_statement,5
2025-07-21T22:12:00Z,130,0,-130,DR,txn_02c693a59b3efb63,Cafe Coffee Day,caffe.ccd@hdfc,SBIN,UPI,,bank_statement,7
2025-07-22T12:43:00Z,74,0,-74,DR,txn_5e00bebc2b6cac3c,Fuel Station,fuel.petrol@upi,ICIC,UPI,,bank_statement,5
2025-07-22T16:51:00Z,445,0,-445,DR,txn_7799bee624c9f4c0,Zomato,zomato@icic,ICIC,UPI,,bank_statement,7
2025-07-23T13:30:00Z,84,0,-84,DR,txn_dfda96ba7bf65e32,Zomato,zomato@icic,HDFC,UPI,,bank_statement,7
2025-07-23T19:53:00Z,441,0,-441,DR,txn_51b1c3c02a94331d,DMart,dmart@hdfc,KOTAK,UPI,,bank_statement,4
2025-07-25T09:30:00Z,0,75000,75000,CR,txn_e6e98c7cbd93e3aa,SBIN,salary.7@kotak,KOTAK,INB,Monthly Salary,bank_statement,
2025-07-25T11:08:00Z,218,0,-218,DR,txn_511d8462050643dd,Fuel Station,fuel.petrol@upi,AXIS,UPI,,bank_statement,5
2025-07-26T10:29:00Z,101,0,-101,DR,txn_27da4201f3000a34,Rapido,rapido@okaxis,KOTAK,UPI,,bank_statement,5
2025-07-26T20:22:00Z,64,0,-64,DR,txn_b0ebe8bec44b71af,Zomato,zomato@icic,SBIN,UPI,,bank_statement,7
2025-07-27T10:15:00Z,69,0,-69,DR,txn_2509f9d449517adf,Spotify,spotify@okaxis,OKAXIS,UPI,Spotify Premium,bank_statement,9
2025-07-28T11:25:00Z,531,0,-531,DR,txn_4bbbf356a1ed3de7,DMart,dmart@hdfc,SBIN,UPI,,bank_statement,4
2025-07-28T12:35:00Z,236,0,-236,DR,txn_f82d5446417b3a3a,Ola,ola@icic,HDFC,UPI,,bank_statement,5
2025-07-28T14:00:00Z,5000,0,-5000,DR,txn_9733b7db05ac5f69,Car Loan EMI,carloan@hdfc,HDFC,UPI,Car Loan EMI,bank_statement,12
2025-07-29T11:00:00Z,1666,0,-1666,DR,txn_e325ec58a618d50e,Electricity Board,electricity@sbin,SBIN,UPI,Monthly Electricity Bill,bank_statement,6
2025-07-29T13:54:00Z,62,0,-62,DR,txn_f56f3c3fa0ade38c,Zomato,zomato@icic,KOTAK,UPI,,bank_statement,7
2025-07-29T15:36:00Z,693,0,-693,DR,txn_7eef2344ff9147c4,Spencer,spencer@hdfc,ICIC,UPI,,bank_statement,4
2025-07-29T19:09:00Z,45,0,-45,DR,txn_e33719b978e18360,Flipkart Flight,flights@flipkart,SBIN,UPI,,bank_statement,5
2025-07-31T13:06:00Z,78,0,-78,DR,txn_55da730425591867,Fuel Station,fuel.petrol@upi,HDFC,UPI,,bank_statement,5
2025-08-01T15:46:00Z,611,0,-611,DR,txn_38691b1e05aa7e2c,Local Vegetable Vendor,vendor@upi,HDFC,UPI,,bank_statement,4
2025-08-02T07:33:00Z,158,0,-158,DR,txn_979e3e7c8b9878df,Fuel Station,fuel.petrol@upi,ICIC,UPI,,bank_statement,5
2025-08-02T13:25:00Z,0,1239,1239,CR,txn_d19f4dfe759cbe1e,Rajesh Singh,shreya.p@upi,HDFC,UPI,Received from Rajesh Singh,bank_statement,10
2025-08-02T17:23:00Z,93,0,-93,DR,txn_273ef282d7d4c406,Starbucks,starbucks@hdfc,AXIS,UPI,,bank_statement,7
2025-08-03T12:31:00Z,619,0,-619,DR,txn_157f6ef200302675,BigBasket,bigbasket@okaxis,ICIC,UPI,,bank_statement,4
2025-08-03T15:50:00Z,339,0,-339,DR,txn_d0849f8a3b4db876,Zomato,zomato@icic,KOTAK,UPI,,bank_statement,7
2025-08-03T19:58:00Z,189,0,-189,DR,txn_ce85e5e3ef025b90,Ola,ola@icic,SBIN,UPI,,bank_statement,5
2025-08-04T13:46:00Z,3409,0,-3409,DR,txn_699aa6219c169d7b,Rajesh Singh,amit.k@ibl,SBIN,UPI,Transfer to Rajesh Singh,bank_statement,10
2025-08-04T21:24:00Z,225,0,-225,DR,txn_de9462932e172ce9,Cafe Coffee Day,caffe.ccd@hdfc,HDFC,UPI,,bank_statement,7
2025-08-05T10:09:00Z,0,2292,2292,CR,txn_4479b3b6de4d5c67,Amit Kumar,rajesh.s@ybl,KOTAK,UPI,Received from Amit Kumar,bank_statement,10
2025-08-05T16:01:00Z,276,0,-276,DR,txn_8b542a0fe6f02c87,DMart,dmart@hdfc,ICIC,UPI,,bank_statement,4
2025-08-05T19:15:00Z,83,0,-83,DR,txn_c10ff1069be80591,Local Dhaba,dhaba.local@upi,SBIN,UPI,,bank_statement,7
2025-08-07T12:09:00Z,434,0,-434,DR,txn_bded4c75eda76452,Local Dhaba,dhaba.local@upi,AXIS,UPI,,bank_statement,7
2025-08-07T13:19:00Z,2573,0,-2573,DR,txn_333e0ecd0d93a1fa,Rahul Sharma,rajesh.s@ybl,SBIN,UPI,Transfer to Rahul Sharma,bank_statement,10
2025-08-08T17:00:00Z,1138,0,-1138,DR,txn_9a9438a780a31640,Rahul Sharma,rahul.sharma@upi,AXIS,UPI,Transfer to Rahul Sharma,bank_statement,10
2025-08-10T14:51:00Z,1157,0,-1157,DR,txn_e9f7716394c485cd,Flipkart,flipkart@hdfc,HDFC,UPI,,bank_statement,1
2025-08-10T19:13:00Z,778,0,-778,DR,txn_cc9f0f7e1c71386f,BigBasket,bigbasket@okaxis,AXIS,UPI,,bank_statement,4
2025-08-11T07:34:00Z,174,0,-174,DR,txn_dc512eacc218e263,Rapido,rapido@okaxis,HDFC,UPI,,bank_statement,5
2025-08-11T20:14:00Z,310,0,-310,DR,txn_fa09dd5af0ec5d50,Dominos,dominos@hdfc,HDFC,UPI,,bank_statement,7
2025-08-12T21:02:00Z,335,0,-335,DR,txn_e5057c0da08923c7,Starbucks,starbucks@hdfc,KOTAK,UPI,,bank_statement,7
2025-08-12T21:03:00Z,95,0,-95,DR,txn_25c523bba523319f,Flipkart Flight,flights@flipkart,HDFC,UPI,,bank_statement,5
2025-08-13T20:09:00Z,293,0,-293,DR,txn_afbe09051130d0fb,Blinkit,blinkit@okaxis,AXIS,UPI,,bank_statement,4
2025-08-14T09:03:00Z,543,0,-543,DR,txn_ffb9ab8e1b89c324,Local Vegetable Vendor,vendor@upi,HDFC,UPI,,bank_statement,4
2025-08-15T21:16:00Z,296,0,-296,DR,txn_d00b0cb201c27669,Rapido,rapido@okaxis,AXIS,UPI,,bank_statement,5
2025-08-15T22:15:00Z,477,0,-477,DR,txn_2c91a3787a307d1f,McDonald's,mcdonalds@hdfc,KOTAK,UPI,,bank_statement,7
2025-08-18T14:02:00Z,339,0,-339,DR,txn_8ecd5f8e14412bd7,Swiggy,swiggy@okicici,AXIS,UPI,,bank_statement,7
2025-08-19T14:15:00Z,101,0,-101,DR,txn_f673bfadde0624ac,Fuel Station,fuel.petrol@upi,ICIC,UPI,,bank_statement,5
2025-08-19T21:33:00Z,177,0,-177,DR,txn_ecb4382282ae1228,McDonald's,mcdonalds@hdfc,ICIC,UPI,,bank_statement,7
2025-08-21T13:37:00Z,218,0,-218,DR,txn_6fe5f6d66efe0e73,Local Dhaba,dhaba.local@upi,KOTAK,UPI,,bank_statement,7
2025-08-22T07:05:00Z,106,0,-106,DR,txn_466ac894ddbf1c52,MakeMyTrip,mmt@hdfc,KOTAK,UPI,,bank_statement,5
2025-08-22T13:13:00Z,388,0,-388,DR,txn_cc2b1476ae19e713,McDonald's,mcdonalds@hdfc,SBIN,UPI,,bank_statement,7
2025-08-23T18:44:00Z,377,0,-377,DR,txn_0bfd2df719a514d1,Cafe Coffee Day,caffe.ccd@hdfc,SBIN,UPI,,bank_statement,7
2025-08-25T09:30:00Z,0,75000,75000,CR,txn_e51f4294ad3add08,HDFC,salary.8@sbin,ICIC,INB,Monthly Salary,bank_statement,
2025-08-25T16:32:00Z,2680,0,-2680,DR,txn_6bb45368089cff60,H&M,hm@hdfc,ICIC,UPI,,bank_statement,1
2025-08-25T20:05:00Z,72,0,-72,DR,txn_685057b34971e989,Fuel Station,fuel.petrol@upi,HDFC,UPI,,bank_statement,5
2025-08-25T20:14:00Z,307,0,-307,DR,txn_e05d3e40324f57ac,Swiggy,swiggy@okicici,ICIC,UPI,,bank_statement,7
2025-08-27T10:15:00Z,69,0,-69,DR,txn_6fc9547953b13233,Spotify,spotify@okaxis,OKAXIS,UPI,Spotify Premium,bank_statement,9
2025-08-28T14:00:00Z,5000,0,-5000,DR,txn_fbc19f809422baf1,Car Loan EMI,carloan@hdfc,HDFC,UPI,Car Loan EMI,bank_statement,12
2025-08-28T21:19:00Z,144,0,-144,DR,txn_8991b33184f103d2,Starbucks,starbucks@hdfc,HDFC,UPI,,bank_statement,7
2025-08-29T09:14:00Z,0,1305,1305,CR,txn_5ead118256235011,Rajesh Singh,amit.k@ibl,HDFC,UPI,Received from Rajesh Singh,bank_statement,10
2025-08-29T21:47:00Z,100,0,-100,DR,txn_f5a5c7302cf0adcd,Cafe Coffee Day,caffe.ccd@hdfc,AXIS,UPI,,bank_statement,7
2025-08-31T16:56:00Z,376,0,-376,DR,txn_c430c98b8ff92fae,McDonald's,mcdonalds@hdfc,ICIC,UPI,,bank_statement,7
2025-09-01T09:28:00Z,103,0,-103,DR,txn_0e91db272358f588,Ola,ola@icic,SBIN,UPI,,bank_statement,5
2025-09-02T09:04:00Z,612,0,-612,DR,txn_fa1a9114bcddbe67,Spencer,spencer@hdfc,HDFC,UPI,,bank_statement,4
2025-09-02T21:26:00Z,165,0,-165,DR,txn_3017c1226490143c,Fuel Station,fuel.petrol@upi,HDFC,UPI,,bank_statement,5
2025-09-04T18:47:00Z,143,0,-143,DR,txn_fd9f75243cbb3b6e,Dominos,dominos@hdfc,SBIN,UPI,,bank_statement,7
2025-09-04T20:24:00Z,188,0,-188,DR,txn_1ea2cb191fcdaaf8,Fuel Station,fuel.petrol@upi,HDFC,UPI,,bank_statement,5
2025-09-05T17:15:00Z,429,0,-429,DR,txn_c5bb0f410f6bfb01,Subway,subway@okaxis,SBIN,UPI,,bank_statement,7
2025-09-05T19:12:00Z,709,0,-709,DR,txn_bec5346e24ade77a,DMart,dmart@hdfc,SBIN,UPI,,bank_statement,4
2025-09-05T21:20:00Z,188,0,-188,DR,txn_2a0d1a4acee6550c,IRCTC,irctc@sbin,AXIS,UPI,,bank_statement,5
2025-09-07T11:06:00Z,290,0,-290,DR,txn_4438b486778760f0,Ola,ola@icic,HDFC,UPI,,bank_statement,5
2025-09-09T08:55:00Z,46,0,-46,DR,txn_a7ee3376b6e91d88,Uber,uber@hdfc,ICIC,UPI,,bank_statement,5
2025-09-10T09:08:00Z,759,0,-759,DR,txn_e70021bc42b96ce5,BigBasket,bigbasket@okaxis,AXIS,UPI,,bank_statement,4
2025-09-10T19:24:00Z,71,0,-71,DR,txn_113c18ecf24ff325,McDonald's,mcdonalds@hdfc,KOTAK,UPI,,bank_statement,7
2025-09-10T21:53:00Z,257,0,-257,DR,txn_756c450ba86a7b3a,Ola,ola@icic,SBIN,UPI,,bank_statement,5
2025-09-11T12:48:00Z,207,0,-207,DR,txn_343542eff3064316,Local Dhaba,dhaba.local@upi,AXIS,UPI,,bank_statement,7
2025-09-13T12:30:00Z,1039,0,-1039,DR,txn_787f74740f10ecee,Gas Agency,gas@upi,UPI,UPI,Gas Bill,bank_statement,6
2025-09-13T14:13:00Z,230,0,-230,DR,txn_304e9c115769847f,Subway,subway@okaxis,HDFC,UPI,,bank_statement,7
2025-09-13T14:20:00Z,1166,0,-1166,DR,txn_7d027aa31c570851,Myntra,myntra@okaxis,AXIS,UPI,,bank_statement,1
2025-09-13T17:40:00Z,588,0,-588,DR,txn_55072a98dda67199,Blinkit,blinkit@okaxis,ICIC,UPI,,bank_statement,4
2025-09-13T20:02:00Z,217,0,-217,DR,txn_7db3fe27fbbe57e3,MakeMyTrip,mmt@hdfc,HDFC,UPI,,bank_statement,5
2025-09-14T14:32:00Z,559,0,-559,DR,txn_4594cf17800a164c,DMart,dmart@hdfc,AXIS,UPI,,bank_statement,4
2025-09-14T20:26:00Z,164,0,-164,DR,txn_2091ce4341c19b08,Local Dhaba,dhaba.local@upi,ICIC,UPI,,bank_statement,7
2025-09-15T07:17:00Z,41,0,-41,DR,txn_671ec4fe9ce217cd,Flipkart Flight,flights@flipkart,AXIS,UPI,,bank_statement,5
2025-09-15T15:52:00Z,168,0,-168,DR,txn_201ca73af77e127e,Subway,subway@okaxis,SBIN,UPI,,bank_statement,7
2025-09-17T21:08:00Z,391,0,-391,DR,txn_120dff95a79832eb,Dominos,dominos@hdfc,SBIN,UPI,,bank_statement,7
2025-09-18T20:01:00Z,278,0,-278,DR,txn_8ba7c1f0fb6aea43,Uber,uber@hdfc,SBIN,UPI,,bank_statement,5
2025-09-19T12:31:00Z,442,0,-442,DR,txn_1100dd1e2d25c76d,Dominos,dominos@hdfc,HDFC,UPI,,bank_statement,7
2025-09-20T13:40:00Z,204,0,-204,DR,txn_66998bcf47dc84f0,Fuel Station,fuel.petrol@upi,ICIC,UPI,,bank_statement,5
2025-09-21T13:15:00Z,171,0,-171,DR,txn_8bd9be4af57c47bd,Fuel Station,fuel.petrol@upi,ICIC,UPI,,bank_statement,5
2025-09-21T13:23:00Z,453,0,-453,DR,txn_aeba7d5cc4e750c1,Cafe Coffee Day,caffe.ccd@hdfc,ICIC,UPI,,bank_statement,7
2025-09-22T12:13:00Z,273,0,-273,DR,txn_8b7bc56b9fe26546,Uber,uber@hdfc,KOTAK,UPI,,bank_statement,5
2025-09-22T14:20:00Z,726,0,-726,DR,txn_fecad933dfa77ef1,Spencer,spencer@hdfc,AXIS,UPI,,bank_statement,4
2025-09-22T16:47:00Z,462,0,-462,DR,txn_6ba14e7451fe83f9,McDonald's,mcdonalds@hdfc,SBIN,UPI,,bank_statement,7
2025-09-24T17:13:00Z,139,0,-139,DR,txn_f877e82d03153704,MakeMyTrip,mmt@hdfc,SBIN,UPI,,bank_statement,5
2025-09-24T22:32:00Z,86,0,-86,DR,txn_270c3327fe8491dd,Local Dhaba,dhaba.local@upi,AXIS,UPI,,bank_statement,7
2025-09-25T09:30:00Z,0,75000,75000,CR,txn_85abe1f26fb6251a,SBIN,salary.9@sbin,HDFC,INB,Monthly Salary,bank_statement,
2025-09-25T14:02:00Z,138,0,-138,DR,txn_cecfae3d3251f267,IRCTC,irctc@sbin,KOTAK,UPI,,bank_statement,5
2025-09-25T20:09:00Z,190,0,-190,DR,txn_72f989ecff9ffc08,Swiggy,swiggy@okicici,KOTAK,UPI,,bank_statement,7
2025-09-26T14:59:00Z,252,0,-252,DR,txn_20e20b0f3f24cc8c,Dominos,dominos@hdfc,SBIN,UPI,,bank_statement,7
2025-09-27T10:15:00Z,69,0,-69,DR,txn_ef6056a4d558b7dc,Spotify,spotify@okaxis,OKAXIS,UPI,Spotify Premium,bank_statement,9
2025-09-27T14:52:00Z,335,0,-335,DR,txn_0331c24b20dadb1c,Starbucks,starbucks@hdfc,AXIS,UPI,,bank_statement,7
2025-09-27T19:53:00Z,108,0,-108,DR,txn_5991e9ea6b70da71,Rapido,rapido@okaxis,AXIS,UPI,,bank_statement,5
2025-09-28T11:54:00Z,127,0,-127,DR,txn_291908cdd158bd84,IRCTC,irctc@sbin,ICIC,UPI,,bank_statement,5
2025-09-28T14:00:00Z,5000,0,-5000,DR,txn_fbbc62f5158ba223,Car Loan EMI,carloan@hdfc,HDFC,UPI,Car Loan EMI,bank_statement,12
2025-09-28T18:35:00Z,74,0,-74,DR,txn_dcaeaecb09f23dd1,Dominos,dominos@hdfc,SBIN,UPI,,bank_statement,7
2025-09-29T11:00:00Z,1601,0,-1601,DR,txn_36ece9be98d2426e,Electricity Board,electricity@sbin,SBIN,UPI,Monthly Electricity Bill,bank_statement,6
2025-09-30T12:02:00Z,464,0,-464,DR,txn_1403c4a0913a3390,Subway,subway@okaxis,HDFC,UPI,,bank_statement,7
2025-09-30T16:46:00Z,131,0,-131,DR,txn_7f55810b6347b737,Uber,uber@hdfc,ICIC,UPI,,bank_statement,5
2025-10-02T09:00:00Z,199,0,-199,DR,txn_9471a9edde475f9b,Netflix,netflix@hdfc,HDFC,UPI,Netflix Subscription,bank_statement,9
2025-10-03T10:07:00Z,63,0,-63,DR,txn_877bd41d3b9ec68d,IRCTC,irctc@sbin,SBIN,UPI,,bank_statement,5
2025-10-03T13:05:00Z,583,0,-583,DR,txn_c151bff5ae7a6232,Local Vegetable Vendor,vendor@upi,AXIS,UPI,,bank_statement,4
2025-10-03T16:53:00Z,142,0,-142,DR,txn_d5dda9fac21740bb,Starbucks,starbucks@hdfc,AXIS,UPI,,bank_statement,7
2025-10-04T12:16:00Z,100,0,-100,DR,txn_cd35ae734ebe1cec,Swiggy,swiggy@okicici,AXIS,UPI,,bank_statement,7
2025-10-04T18:48:00Z,272,0,-272,DR,txn_66715722f55b96c7,MakeMyTrip,mmt@hdfc,KOTAK,UPI,,bank_statement,5
2025-10-05T16:23:00Z,344,0,-344,DR,txn_47b0dc2661d9b67a,Spencer,spencer@hdfc,SBIN,UPI,,bank_statement,4
2025-10-05T22:53:00Z,323,0,-323,DR,txn_4261927675940e78,Starbucks,starbucks@hdfc,AXIS,UPI,,bank_statement,7
2025-10-07T15:08:00Z,422,0,-422,DR,txn_b77e9bd03e869867,DMart,dmart@hdfc,KOTAK,UPI,,bank_statement,4
2025-10-07T20:07:00Z,95,0,-95,DR,txn_ca693260106dd07f,Local Dhaba,dhaba.local@upi,ICIC,UPI,,bank_statement,7
2025-10-08T10:17:00Z,276,0,-276,DR,txn_ff8a298fb647aa43,Local Vegetable Vendor,vendor@upi,HDFC,UPI,,bank_statement,4
2025-10-10T14:12:00Z,253,0,-253,DR,txn_b1239f5bb7354868,Local Vegetable Vendor,vendor@upi,SBIN,UPI,,bank_statement,4
2025-10-11T07:17:00Z,263,0,-263,DR,txn_d7b97c6851237450,Ola,ola@icic,HDFC,UPI,,bank_statement,5
2025-10-12T14:17:00Z,1144,0,-1144,DR,txn_4ec7b3b23c8ec7ba,Ajio,ajio@okaxis,SBIN,UPI,,bank_statement,1
2025-10-12T18:25:00Z,647,0,-647,DR,txn_7ba6ba54e0c5798d,BigBasket,bigbasket@okaxis,KOTAK,UPI,,bank_statement,4
2025-10-13T14:45:00Z,301,0,-301,DR,txn_204e5bce5edef01f,Local Dhaba,dhaba.local@upi,HDFC,UPI,,bank_statement,7
2025-10-13T20:29:00Z,214,0,-214,DR,txn_e38b626eaff6db94,BigBasket,bigbasket@okaxis,ICIC,UPI,,bank_statement,4
2025-10-14T19:39:00Z,148,0,-148,DR,txn_5d9cc78cf25d1ede,Flipkart Flight,flights@flipkart,SBIN,UPI,,bank_statement,5
2025-10-15T14:55:00Z,83,0,-83,DR,txn_c632785d0c85250f,Swiggy,swiggy@okicici,SBIN,UPI,,bank_statement,7
2025-10-15T19:02:00Z,467,0,-467,DR,txn_41d97dc1d4964577,Spencer,spencer@hdfc,AXIS,UPI,,bank_statement,4
2025-10-16T07:30:00Z,131,0,-131,DR,txn_b6675dd1f01094d3,IRCTC,irctc@sbin,AXIS,UPI,,bank_statement,5
2025-10-16T12:16:00Z,330,0,-330,DR,txn_85f0d2e3cee9e497,Cafe Coffee Day,caffe.ccd@hdfc,ICIC,UPI,,bank_statement,7
2025-10-16T19:40:00Z,367,0,-367,DR,txn_3664603a04f33ee9,DMart,dmart@hdfc,KOTAK,UPI,,bank_statement,4
2025-10-17T12:38:00Z,116,0,-116,DR,txn_7242eae154daf9bc,Uber,uber@hdfc,KOTAK,UPI,,bank_statement,5
2025-10-18T17:50:00Z,1513,0,-1513,DR,txn_569cd28173308719,Priya Verma,amit.k@ibl,HDFC,UPI,Transfer to Priya Verma,bank_statement,10
2025-10-18T18:44:00Z,493,0,-493,DR,txn_23687e6b16f0c59f,Subway,subway@okaxis,ICIC,UPI,,bank_statement,7
2025-10-19T16:57:00Z,99,0,-99,DR,txn_0455608871057c90,IRCTC,irctc@sbin,SBIN,UPI,,bank_statement,5
2025-10-19T17:34:00Z,1016,0,-1016,DR,txn_62da15b7ee714d2f,Meesho,meesho@upi,ICIC,UPI,,bank_statement,1
2025-10-20T09:29:00Z,41,0,-41,DR,txn_d263a857d4f2a712,Fuel Station,fuel.petrol@upi,KOTAK,UPI,,bank_statement,5
2025-10-20T20:04:00Z,421,0,-421,DR,txn_38fdf76bc070c3fc,Subway,subway@okaxis,HDFC,UPI,,bank_statement,7
2025-10-21T08:41:00Z,38,0,-38,DR,txn_9b7e554f9aae395d,Ola,ola@icic,AXIS,UPI,,bank_statement,5
2025-10-21T19:32:00Z,71,0,-71,DR,txn_76cb00b7e41664e2,Subway,subway@okaxis,HDFC,UPI,,bank_statement,7
2025-10-22T12:20:00Z,977,0,-977,DR,txn_175e6aa3fa7c0602,Amazon,amazon@okaxis,ICIC,UPI,,bank_statement,1
2025-10-22T22:42:00Z,71,0,-71,DR,txn_33b228ff854f4fe5,Swiggy,swiggy@okicici,AXIS,UPI,,bank_statement,7
2025-10-23T22:07:00Z,423,0,-423,DR,txn_1221f1b739d5b6e6,Starbucks,starbucks@hdfc,KOTAK,UPI,,bank_statement,7
2025-10-25T09:30:00Z,0,75000,75000,CR,txn_4fadb0532d8e6c36,HDFC,salary.10@axis,HDFC,INB,Monthly Salary,bank_statement,
2025-10-25T09:49:00Z,750,0,-750,DR,txn_44a58544bcd3a040,DMart,dmart@hdfc,HDFC,UPI,,bank_statement,4
2025-10-26T13:20:00Z,220,0,-220,DR,txn_b2b02159251f594b,McDonald's,mcdonalds@hdfc,AXIS,UPI,,bank_statement,7
2025-10-26T18:52:00Z,176,0,-176,DR,txn_1c02f19ac99c618b,Ola,ola@icic,HDFC,UPI,,bank_statement,5
