transaction_date,debit,credit,amount,dr_cr_indicator,transaction_id,recipient_name,upi_id,bank,transaction_mode,note,source,category
2025-10-27T10:15:00Z,69,0,-69,DR,txn_ef5084843468d3b9,Spotify,spotify@okaxis,OKAXIS,UPI,Spotify Premium,bank_statement,9
2025-10-28T14:00:00Z,5000,0,-5000,DR,txn_91fa6be5368d3df1,Car Loan EMI,carloan@hdfc,HDFC,UPI,Car Loan EMI,bank_statement,12
2025-10-29T22:19:00Z,207,0,-207,DR,txn_5e1562487448ab65,Starbucks,starbucks@hdfc,ICIC,UPI,,bank_statement,7
2025-10-30T20:19:00Z,1267,0,-1267,DR,txn_72d7eaf1b88dd4c9,Ajio,ajio@okaxis,ICIC,UPI,,bank_statement,1
2025-10-31T18:50:00Z,146,0,-146,DR,txn_34473e055bf8655c,Dominos,dominos@hdfc,KOTAK,UPI,,bank_statement,7
2025-11-01T20:14:00Z,37,0,-37,DR,txn_a06716c4915f66c1,Fuel Station,fuel.petrol@upi,SBIN,UPI,,bank_statement,5
2025-11-03T12:23:00Z,228,0,-228,DR,txn_388af718bc5e5e41,Fuel Station,fuel.petrol@upi,SBIN,UPI,,bank_statement,5
2025-11-03T22:55:00Z,96,0,-96,DR,txn_d3313b6fbab342db,Dominos,dominos@hdfc,AXIS,UPI,,bank_statement,7
2025-11-05T11:28:00Z,295,0,-295,DR,txn_3ba75b98cd61fe88,MakeMyTrip,mmt@hdfc,AXIS,UPI,,bank_statement,5
2025-11-06T09:43:00Z,639,0,-639,DR,txn_5a289f262b9fc258,Local Vegetable Vendor,vendor@upi,ICIC,UPI,,bank_statement,4
2025-11-06T15:09:00Z,443,0,-443,DR,txn_732b9ff89a346a53,Dominos,dominos@hdfc,AXIS,UPI,,bank_statement,7
2025-11-08T14:53:00Z,262,0,-262,DR,txn_012cbeec0c22900e,Local Vegetable Vendor,vendor@upi,KOTAK,UPI,,bank_statement,4
2025-11-08T15:41:00Z,485,0,-485,DR,txn_a37d793792c8f2d2,Starbucks,starbucks@hdfc,HDFC,UPI,,bank_statement,7
2025-11-08T17:08:00Z,283,0,-283,DR,txn_cd73a3c3d4efe186,MakeMyTrip,mmt@hdfc,ICIC,UPI,,bank_statement,5
2025-11-08T18:57:00Z,0,1292,1292,CR,txn_e26fc4bcc54708f8,Priya Verma,rajesh.s@ybl,SBIN,UPI,Received from Priya Verma,bank_statement,10
2025-11-09T08:37:00Z,77,0,-77,DR,txn_49f73a0860238790,Flipkart Flight,flights@flipkart,SBIN,UPI,,bank_statement,5
2025-11-09T11:06:00Z,304,0,-304,DR,txn_dc1ee36b41468fc4,Blinkit,blinkit@okaxis,AXIS,UPI,,bank_statement,4
2025-11-09T17:47:00Z,260,0,-260,DR,txn_bb32088c3bb79cb3,Subway,subway@okaxis,AXIS,UPI,,bank_statement,7
2025-11-10T09:03:00Z,643,0,-643,DR,txn_9f8d15e3458ef6c1,Local Vegetable Vendor,vendor@upi,ICIC,UPI,,bank_statement,4
2025-11-11T16:13:00Z,109,0,-109,DR,txn_75432c4ae76b5bd6,Ola,ola@icic,ICIC,UPI,,bank_statement,5
2025-11-13T14:21:00Z,134,0,-134,DR,txn_76d82fb6d9a4dff9,MakeMyTrip,mmt@hdfc,KOTAK,UPI,,bank_statement,5
2025-11-13T17:59:00Z,1001,0,-1001,DR,txn_3f6d2b5c5f0310b8,Salon,salon@upi,SBIN,UPI,,bank_statement,6
2025-11-14T22:33:00Z,401,0,-401,DR,txn_6cce13669aab68da,Starbucks,starbucks@hdfc,AXIS,UPI,,bank_statement,7
2025-11-15T07:12:00Z,268,0,-268,DR,txn_737d42f78802bf61,IRCTC,irctc@sbin,AXIS,UPI,,bank_statement,5
2025-11-15T12:30:00Z,1061,0,-1061,DR,txn_069239ea2c08fe0a,Gas Agency,gas@upi,UPI,UPI,Gas Bill,bank_statement,6
2025-11-17T09:55:00Z,362,0,-362,DR,txn_92a83eb79ba12a23,Local Vegetable Vendor,vendor@upi,KOTAK,UPI,,bank_statement,4
2025-11-18T15:21:00Z,253,0,-253,DR,txn_d2691b43684e6f14,Rapido,rapido@okaxis,ICIC,UPI,,bank_statement,5
2025-11-18T16:06:00Z,56,0,-56,DR,txn_5c4bd1264beab887,Cafe Coffee Day,caffe.ccd@hdfc,KOTAK,UPI,,bank_statement,7
2025-11-19T16:08:00Z,194,0,-194,DR,txn_82a65f0855a947d7,Zomato,zomato@icic,HDFC,UPI,,bank_statement,7
2025-11-19T16:12:00Z,267,0,-267,DR,txn_ae9ade234df2065b,Rapido,rapido@okaxis,KOTAK,UPI,,bank_statement,5
2025-11-20T12:08:00Z,472,0,-472,DR,txn_c9eee1822da5266c,DMart,dmart@hdfc,SBIN,UPI,,bank_statement,4
2025-11-21T13:59:00Z,481,0,-481,DR,txn_1c511630c004e48f,Swiggy,swiggy@okicici,ICIC,UPI,,bank_statement,7
2025-11-22T15:53:00Z,698,0,-698,DR,txn_17f60c19b2fe8187,Spencer,spencer@hdfc,ICIC,UPI,,bank_statement,4
2025-11-23T14:21:00Z,450,0,-450,DR,txn_af18c78bc8927899,BigBasket,bigbasket@okaxis,KOTAK,UPI,,bank_statement,4
2025-11-23T17:32:00Z,198,0,-198,DR,txn_c2a09280a50d9235,MakeMyTrip,mmt@hdfc,KOTAK,UPI,,bank_statement,5
2025-11-23T18:52:00Z,242,0,-242,DR,txn_29fe93eff8e7059f,Dominos,dominos@hdfc,KOTAK,UPI,,bank_statement,7
2025-11-24T14:00:00Z,218,0,-218,DR,txn_8ec8caf3bb4fb16e,Local Dhaba,dhaba.local@upi,ICIC,UPI,,bank_statement,7
2025-11-24T20:42:00Z,135,0,-135,DR,txn_4d31a044ce258598,Flipkart Flight,flights@flipkart,HDFC,UPI,,bank_statement,5
2025-11-25T09:30:00Z,0,75000,75000,CR,txn_65dab7f987dcb517,HDFC,salary.11@kotak,AXIS,INB,Monthly Salary,bank_statement,
2025-11-26T18:54:00Z,298,0,-298,DR,txn_346e334903a72371,Rapido,rapido@okaxis,AXIS,UPI,,bank_statement,5
2025-11-26T19:10:00Z,800,0,-800,DR,txn_029aa9f99a91eb76,Blinkit,blinkit@okaxis,SBIN,UPI,,bank_statement,4
2025-11-27T10:15:00Z,69,0,-69,DR,txn_9e9f9d9bb5c9ea96,Spotify,spotify@okaxis,OKAXIS,UPI,Spotify Premium,bank_statement,9
2025-11-27T15:26:00Z,240,0,-240,DR,txn_1f78588554188cfd,Flipkart Flight,flights@flipkart,ICIC,UPI,,bank_statement,5
2025-11-28T10:15:00Z,297,0,-297,DR,txn_9f96fc617b55ee08,Fuel Station,fuel.petrol@upi,SBIN,UPI,,bank_statement,5
2025-11-28T14:00:00Z,5000,0,-5000,DR,txn_d15537e902cc93b7,Car Loan EMI,carloan@hdfc,HDFC,UPI,Car Loan EMI,bank_statement,12
2025-11-28T14:27:00Z,55,0,-55,DR,txn_ab05d60bd340c5c7,Dominos,dominos@hdfc,ICIC,UPI,,bank_statement,7
2025-11-29T19:48:00Z,86,0,-86,DR,txn_735fa4dc0c39930c,Swiggy,swiggy@okicici,KOTAK,UPI,,bank_statement,7
2025-11-30T19:39:00Z,312,0,-312,DR,txn_e29db484b32fb0d1,Cafe Coffee Day,caffe.ccd@hdfc,SBIN,UPI,,bank_statement,7
2025-12-01T21:19:00Z,227,0,-227,DR,txn_599b7351b11513e1,Flipkart Flight,flights@flipkart,ICIC,UPI,,bank_statement,5
2025-12-02T08:42:00Z,98,0,-98,DR,txn_5811e8fe0f865653,Rapido,rapido@okaxis,ICIC,UPI,,bank_statement,5
2025-12-03T17:50:00Z,339,0,-339,DR,txn_08618a97bbb35d31,Blinkit,blinkit@okaxis,SBIN,UPI,,bank_statement,4
2025-12-03T18:52:00Z,194,0,-194,DR,txn_62af996595bce8ef,Rapido,rapido@okaxis,AXIS,UPI,,bank_statement,5
2025-12-04T13:02:00Z,790,0,-790,DR,txn_df110b0e38f11398,Spencer,spencer@hdfc,HDFC,UPI,,bank_statement,4
2025-12-04T15:34:00Z,203,0,-203,DR,txn_08ec54b16fbf50dc,Dominos,dominos@hdfc,HDFC,UPI,,bank_statement,7
2025-12-06T11:54:00Z,2523,0,-2523,DR,txn_feab917a97af07c8,Ajio,ajio@okaxis,AXIS,UPI,,bank_statement,1
2025-12-06T18:54:00Z,404,0,-404,DR,txn_c4b01f4be54f636f,Blinkit,blinkit@okaxis,KOTAK,UPI,,bank_statement,4
2025-12-07T16:41:00Z,319,0,-319,DR,txn_0f95eacbda72ed9f,Zomato,zomato@icic,AXIS,UPI,,bank_statement,7
2025-12-08T16:07:00Z,58,0,-58,DR,txn_962d0dc0b58e47b6,Flipkart Flight,flights@flipkart,KOTAK,UPI,,bank_statement,5
2025-12-09T17:02:00Z,0,2150,2150,CR,txn_201c9c3a1674071d,Rahul Sharma,shreya.p@upi,SBIN,UPI,Received from Rahul Sharma,bank_statement,10
2025-12-10T12:07:00Z,203,0,-203,DR,txn_3278f32f1d22689d,IRCTC,irctc@sbin,HDFC,UPI,,bank_statement,5
2025-12-10T20:26:00Z,434,0,-434,DR,txn_7ce68ed27e8ef0af,Subway,subway@okaxis,SBIN,UPI,,bank_statement,7
2025-12-11T15:22:00Z,245,0,-245,DR,txn_4ff22f0664beb7e7,Rapido,rapido@okaxis,SBIN,UPI,,bank_statement,5
2025-12-11T18:25:00Z,145,0,-145,DR,txn_6ec51f2502b18908,McDonald's,mcdonalds@hdfc,ICIC,UPI,,bank_statement,7
2025-12-13T14:44:00Z,578,0,-578,DR,txn_b2cd5054e92f6f33,Local Vegetable Vendor,vendor@upi,ICIC,UPI,,bank_statement,4
2025-12-13T20:05:00Z,368,0,-368,DR,txn_c8575e9bd8a68214,Starbucks,starbucks@hdfc,ICIC,UPI,,bank_statement,7
2025-12-14T11:06:00Z,544,0,-544,DR,txn_b3e75a7f29708593,Local Vegetable Vendor,vendor@upi,KOTAK,UPI,,bank_statement,4
2025-12-15T12:11:00Z,98,0,-98,DR,txn_80a8cb55be4de9be,Subway,subway@okaxis,HDFC,UPI,,bank_statement,7
2025-12-16T10:36:00Z,4292,0,-4292,DR,txn_24151c57367da5b6,Rahul Sharma,shreya.p@upi,ICIC,UPI,Transfer to Rahul Sharma,bank_statement,10
2025-12-16T16:21:00Z,50,0,-50,DR,txn_f9051106695ed3f0,Rapido,rapido@okaxis,HDFC,UPI,,bank_statement,5
2025-12-17T13:39:00Z,122,0,-122,DR,txn_011d44c5a72c577c,Ola,ola@icic,SBIN,UPI,,bank_statement,5
2025-12-18T17:37:00Z,106,0,-106,DR,txn_067ece691c694461,Dominos,dominos@hdfc,KOTAK,UPI,,bank_statement,7
2025-12-20T12:00:00Z,245,0,-245,DR,txn_abe2c71645f455b0,Ola,ola@icic,KOTAK,UPI,,bank_statement,5
2025-12-20T18:31:00Z,762,0,-762,DR,txn_8a577f799e8a6529,BigBasket,bigbasket@okaxis,HDFC,UPI,,bank_statement,4
2025-12-22T09:51:00Z,222,0,-222,DR,txn_711e188c94faa54d,Blinkit,blinkit@okaxis,SBIN,UPI,,bank_statement,4
2025-12-22T18:00:00Z,184,0,-184,DR,txn_bc3699744c129dc2,Rapido,rapido@okaxis,HDFC,UPI,,bank_statement,5
2025-12-22T22:33:00Z,465,0,-465,DR,txn_da91140aed592f1e,Dominos,dominos@hdfc,KOTAK,UPI,,bank_statement,7
2025-12-23T18:27:00Z,220,0,-220,DR,txn_49dd8289143051cc,McDonald's,mcdonalds@hdfc,KOTAK,UPI,,bank_statement,7
2025-12-23T21:55:00Z,279,0,-279,DR,txn_3789a0da87181495,Fuel Station,fuel.petrol@upi,KOTAK,UPI,,bank_statement,5
2025-12-24T12:20:00Z,315,0,-315,DR,txn_d4baa1b16b70d054,Cafe Coffee Day,caffe.ccd@hdfc,ICIC,UPI,,bank_statement,7
2025-12-24T16:05:00Z,365,0,-365,DR,txn_5a10701bd9f77510,DMart,dmart@hdfc,HDFC,UPI,,bank_statement,4
2025-12-25T09:30:00Z,0,75000,75000,CR,txn_61ac882bda9d753c,AXIS,salary.12@hdfc,ICIC,INB,Monthly Salary,bank_statement,
2025-12-25T12:18:00Z,4498,0,-4498,DR,txn_b87021f0e3f77cef,Rahul Sharma,shreya.p@upi,ICIC,UPI,Transfer to Rahul Sharma,bank_statement,10
2025-12-25T16:42:00Z,233,0,-233,DR,txn_99cc5102f11d563a,Spencer,spencer@hdfc,ICIC,UPI,,bank_statement,4
2025-12-25T18:45:00Z,95,0,-95,DR,txn_c9f9b430c4638c79,MakeMyTrip,mmt@hdfc,KOTAK,UPI,,bank_statement,5
2025-12-27T10:15:00Z,69,0,-69,DR,txn_f6e649fb316d77e3,Spotify,spotify@okaxis,OKAXIS,UPI,Spotify Premium,bank_statement,9
2025-12-27T18:01:00Z,38,0,-38,DR,txn_5cba211441c238c7,Rapido,rapido@okaxis,KOTAK,UPI,,bank_statement,5
2025-12-27T18:51:00Z,727,0,-727,DR,txn_09ea92bf1a6c65e5,Amazon,amazon@okaxis,SBIN,UPI,,bank_statement,1
2025-12-27T20:37:00Z,241,0,-241,DR,txn_20383ed2396d4fb8,McDonald's,mcdonalds@hdfc,AXIS,UPI,,bank_statement,7
2025-12-28T14:00:00Z,5000,0,-5000,DR,txn_9335e19b4818b772,Car Loan EMI,carloan@hdfc,HDFC,UPI,Car Loan EMI,bank_statement,12
2025-12-28T18:03:00Z,281,0,-281,DR,txn_a845f603447fcd3a,Starbucks,starbucks@hdfc,ICIC,UPI,,bank_statement,7
2025-12-29T16:25:00Z,137,0,-137,DR,txn_c2836958bc999450,IRCTC,irctc@sbin,AXIS,UPI,,bank_statement,5
2025-12-30T16:46:00Z,417,0,-417,DR,txn_db71a75839edc082,Cafe Coffee Day,caffe.ccd@hdfc,AXIS,UPI,,bank_statement,7
2025-12-30T21:05:00Z,257,0,-257,DR,txn_595ded48d7eacb8c,IRCTC,irctc@sbin,ICIC,UPI,,bank_statement,5
2025-12-31T11:18:00Z,252,0,-252,DR,txn_77e5cb5dace13eef,Flipkart Flight,flights@flipkart,HDFC,UPI,,bank_statement,5
2025-12-31T16:50:00Z,666,0,-666,DR,txn_bfdbdd7bfdfd8177,Blinkit,blinkit@okaxis,SBIN,UPI,,bank_statement,4
2026-01-01T09:00:00Z,199,0,-199,DR,txn_8615442ca0aa6477,Netflix,netflix@hdfc,HDFC,UPI,Netflix Subscription,bank_statement,9
2026-01-02T20:49:00Z,514,0,-514,DR,txn_f61913501f8eb618,Local Vegetable Vendor,vendor@upi,HDFC,UPI,,bank_statement,4
2026-01-02T20:52:00Z,245,0,-245,DR,txn_cf7cb84303d128d8,Swiggy,swiggy@okicici,SBIN,UPI,,bank_statement,7
2026-01-03T19:01:00Z,216,0,-216,DR,txn_96691529133d26ef,Uber,uber@hdfc,AXIS,UPI,,bank_statement,5
2026-01-04T13:09:00Z,4592,0,-4592,DR,txn_58542686d61734ff,Shreya Patel,amit.k@ibl,HDFC,UPI,Transfer to Shreya Patel,bank_statement,10
2026-01-05T16:39:00Z,256,0,-256,DR,txn_24298e35133f9f4a,Fuel Station,fuel.petrol@upi,KOTAK,UPI,,bank_statement,5
2026-01-05T17:26:00Z,310,0,-310,DR,txn_66ed73514601f0fa,Zomato,zomato@icic,AXIS,UPI,,bank_statement,7
2026-01-06T14:35:00Z,169,0,-169,DR,txn_416211d6d41b4b42,Cafe Coffee Day,caffe.ccd@hdfc,HDFC,UPI,,bank_statement,7
2026-01-06T14:40:00Z,292,0,-292,DR,txn_5fab5982a8e91ff5,Fuel Station,fuel.petrol@upi,SBIN,UPI,,bank_statement,5
2026-01-07T12:28:00Z,735,0,-735,DR,txn_05e70eb2f90a74fb,DMart,dmart@hdfc,HDFC,UPI,,bank_statement,4
2026-01-08T17:13:00Z,118,0,-118,DR,txn_21d799828b99642b,Swiggy,swiggy@okicici,SBIN,UPI,,bank_statement,7
2026-01-09T15:44:00Z,762,0,-762,DR,txn_8d3dd26799d24b84,BigBasket,bigbasket@okaxis,SBIN,UPI,,bank_statement,4
2026-01-09T16:02:00Z,349,0,-349,DR,txn_8a7dfde75ad62c21,Local Dhaba,dhaba.local@upi,KOTAK,UPI,,bank_statement,7
2026-01-13T15:20:00Z,495,0,-495,DR,txn_221c31dc7e44c244,Swiggy,swiggy@okicici,SBIN,UPI,,bank_statement,7
2026-01-14T16:01:00Z,137,0,-137,DR,txn_9b8af80574adafa1,Starbucks,starbucks@hdfc,AXIS,UPI,,bank_statement,7
2026-01-15T19:22:00Z,144,0,-144,DR,txn_580e2979223db95e,Swiggy,swiggy@okicici,SBIN,UPI,,bank_statement,7
2026-01-16T13:53:00Z,765,0,-765,DR,txn_a631a9a64ac4ed90,BigBasket,bigbasket@okaxis,ICIC,UPI,,bank_statement,4
2026-01-18T11:26:00Z,0,1250,1250,CR,txn_32c551186f46bbff,Rajesh Singh,priya.v@okaxis,KOTAK,UPI,Received from Rajesh Singh,bank_statement,10
2026-01-18T13:13:00Z,401,0,-401,DR,txn_b24bd374b04b3cc3,Local Vegetable Vendor,vendor@upi,SBIN,UPI,,bank_statement,4
2026-01-18T21:54:00Z,171,0,-171,DR,txn_59873e6b066d54bb,Swiggy,swiggy@okicici,ICIC,UPI,,bank_statement,7
2026-01-19T09:36:00Z,688,0,-688,DR,txn_db890a787d4079f1,DMart,dmart@hdfc,HDFC,UPI,,bank_statement,4
2026-01-19T21:39:00Z,433,0,-433,DR,txn_43930d0871825527,Local Dhaba,dhaba.local@upi,SBIN,UPI,,bank_statement,7
2026-01-20T12:12:00Z,251,0,-251,DR,txn_b12fa23c944f7cf3,Zomato,zomato@icic,AXIS,UPI,,bank_statement,7
2026-01-20T14:35:00Z,369,0,-369,DR,txn_1d5f8fc172a1aab8,Blinkit,blinkit@okaxis,SBIN,UPI,,bank_statement,4
2026-01-21T08:50:00Z,103,0,-103,DR,txn_2884f00c77d52801,Fuel Station,fuel.petrol@upi,KOTAK,UPI,,bank_statement,5
2026-01-22T11:44:00Z,268,0,-268,DR,txn_d9bcc4a8d7faf873,DMart,dmart@hdfc,AXIS,UPI,,bank_statement,4
2026-01-22T15:02:00Z,268,0,-268,DR,txn_125e4f90b7c96935,McDonald's,mcdonalds@hdfc,SBIN,UPI,,bank_statement,7
2026-01-22T16:31:00Z,259,0,-259,DR,txn_4bad33d61936db8d,Ola,ola@icic,AXIS,UPI,,bank_statement,5
2026-01-23T15:27:00Z,148,0,-148,DR,txn_ddb43db1d50425bb,Subway,subway@okaxis,HDFC,UPI,,bank_statement,7
2026-01-23T15:36:00Z,299,0,-299,DR,txn_e05425bb92266fbd,BigBasket,bigbasket@okaxis,HDFC,UPI,,bank_statement,4
2026-01-23T17:28:00Z,270,0,-270,DR,txn_bbcdb5b39e40cca5,Fuel Station,fuel.petrol@upi,AXIS,UPI,,bank_statement,5
2026-01-25T09:30:00Z,0,75000,75000,CR,txn_05d4da4cc42205c8,HDFC,salary.1@hdfc,SBIN,INB,Monthly Salary,bank_statement,
2026-01-25T18:48:00Z,491,0,-491,DR,txn_811ba7ee85972f4f,Subway,subway@okaxis,HDFC,UPI,,bank_statement,7
2026-01-25T19:40:00Z,116,0,-116,DR,txn_f7e6da4ee4854885,Flipkart Flight,flights@flipkart,SBIN,UPI,,bank_statement,5
2026-01-26T12:00:00Z,1539,0,-1539,DR,txn_92bb933d2b2e94e4,Amazon,amazon@okaxis,HDFC,UPI,,bank_statement,1
2026-01-26T19:41:00Z,154,0,-154,DR,txn_4e2436ee671df3ff,MakeMyTrip,mmt@hdfc,SBIN,UPI,,bank_statement,5
2026-01-27T10:15:00Z,69,0,-69,DR,txn_c2d07c2198eec918,Spotify,spotify@okaxis,OKAXIS,UPI,Spotify Premium,bank_statement,9
2026-01-27T13:18:00Z,3495,0,-3495,DR,txn_2919015ae139b8af,Amit Kumar,rajesh.s@ybl,AXIS,UPI,Transfer to Amit Kumar,bank_statement,10
2026-01-27T15:49:00Z,261,0,-261,DR,txn_25ac57fc1e823ccf,DMart,dmart@hdfc,AXIS,UPI,,bank_statement,4
2026-01-28T14:00:00Z,5000,0,-5000,DR,txn_a9cc9e567ba2e9d7,Car Loan EMI,carloan@hdfc,HDFC,UPI,Car Loan EMI,bank_statement,12
2026-01-29T07:58:00Z,240,0,-240,DR,txn_ecfbf6a2f1155694,Uber,uber@hdfc,ICIC,UPI,,bank_statement,5
2026-01-29T19:34:00Z,324,0,-324,DR,txn_580cc67161aa475c,Local Dhaba,dhaba.local@upi,HDFC,UPI,,bank_statement,7
2026-01-30T11:00:00Z,1924,0,-1924,DR,txn_a6a7bfaca5f5adc6,Electricity Board,electricity@sbin,SBIN,UPI,Monthly Electricity Bill,bank_statement,6
2026-02-01T15:21:00Z,222,0,-222,DR,txn_18542fd7dbee716e,Starbucks,starbucks@hdfc,ICIC,UPI,,bank_statement,7
2026-02-02T15:49:00Z,0,1898,1898,CR,txn_601e690048c0a28e,Rahul Sharma,rajesh.s@ybl,SBIN,UPI,Received from Rahul Sharma,bank_statement,10
2026-02-02T18:24:00Z,2948,0,-2948,DR,txn_dc864e73c8d9e012,Rahul Sharma,rahul.sharma@upi,ICIC,UPI,Transfer to Rahul Sharma,bank_statement,10
2026-02-04T12:49:00Z,283,0,-283,DR,txn_dd896dd18f86da62,IRCTC,irctc@sbin,AXIS,UPI,,bank_statement,5
2026-02-05T13:22:00Z,421,0,-421,DR,txn_086cabf9eb4afaae,Local Dhaba,dhaba.local@upi,ICIC,UPI,,bank_statement,7
2026-02-06T18:09:00Z,1899,0,-1899,DR,txn_6a276821caf4196a,Flipkart,flipkart@hdfc,ICIC,UPI,,bank_statement,1
2026-02-07T12:18:00Z,108,0,-108,DR,txn_d4a865d4f5689449,Ola,ola@icic,HDFC,UPI,,bank_statement,5
2026-02-07T12:54:00Z,782,0,-782,DR,txn_5d0351bbb897c804,Spencer,spencer@hdfc,KOTAK,UPI,,bank_statement,4
2026-02-08T14:34:00Z,231,0,-231,DR,txn_7f03024ca24966d1,MakeMyTrip,mmt@hdfc,SBIN,UPI,,bank_statement,5
2026-02-08T17:38:00Z,58,0,-58,DR,txn_079ce8b399a7b76a,McDonald's,mcdonalds@hdfc,ICIC,UPI,,bank_statement,7
2026-02-09T10:45:00Z,171,0,-171,DR,txn_ce0e4e12f10a12b8,IRCTC,irctc@sbin,AXIS,UPI,,bank_statement,5
2026-02-11T10:38:00Z,239,0,-239,DR,txn_5bffc20007734a43,Fuel Station,fuel.petrol@upi,AXIS,UPI,,bank_statement,5
2026-02-12T09:19:00Z,611,0,-611,DR,txn_d6f5363fad301cf8,Spencer,spencer@hdfc,HDFC,UPI,,bank_statement,4
2026-02-12T17:57:00Z,200,0,-200,DR,txn_c2b332e56d986bfe,Starbucks,starbucks@hdfc,SBIN,UPI,,bank_statement,7
2026-02-13T10:03:00Z,249,0,-249,DR,txn_658b8e1d692465a7,Random Vendor,unknown@upi,HDFC,UPI,,bank_statement,6
2026-02-14T18:28:00Z,233,0,-233,DR,txn_df267afbb4b4948a,DMart,dmart@hdfc,ICIC,UPI,,bank_statement,4
2026-02-14T19:13:00Z,138,0,-138,DR,txn_8b6241ff3a3b8087,Fuel Station,fuel.petrol@upi,ICIC,UPI,,bank_statement,5
2026-02-15T07:05:00Z,276,0,-276,DR,txn_7048a9cf8b597192,MakeMyTrip,mmt@hdfc,HDFC,UPI,,bank_statement,5
2026-02-16T17:18:00Z,1559,0,-1559,DR,txn_235913c50b82efdd,Priya Verma,priya.v@okaxis,ICIC,UPI,Transfer to Priya Verma,bank_statement,10
2026-02-17T13:20:00Z,57,0,-57,DR,txn_c01ea6d48459b994,IRCTC,irctc@sbin,KOTAK,UPI,,bank_statement,5
2026-02-17T18:33:00Z,473,0,-473,DR,txn_0496f598b2724731,Zomato,zomato@icic,AXIS,UPI,,bank_statement,7
2026-02-18T21:49:00Z,266,0,-266,DR,txn_66df1a1c78c974fe,Dominos,dominos@hdfc,ICIC,UPI,,bank_statement,7
2026-02-19T14:23:00Z,202,0,-202,DR,txn_d46ba5c8f1418abb,Uber,uber@hdfc,ICIC,UPI,,bank_statement,5
2026-02-20T21:46:00Z,217,0,-217,DR,txn_066009cc3837db7e,IRCTC,irctc@sbin,SBIN,UPI,,bank_statement,5
2026-02-21T16:39:00Z,298,0,-298,DR,txn_5a7bd05f7c229e19,Fuel Station,fuel.petrol@upi,ICIC,UPI,,bank_statement,5
2026-02-23T12:49:00Z,187,0,-187,DR,txn_61bdaff078523add,Swiggy,swiggy@okicici,ICIC,UPI,,bank_statement,7
2026-02-23T14:47:00Z,444,0,-444,DR,txn_be4940c5f478028e,DMart,dmart@hdfc,ICIC,UPI,,bank_statement,4
2026-02-23T18:54:00Z,3230,0,-3230,DR,txn_8048ac3a2797951e,Priya Verma,amit.k@ibl,ICIC,UPI,Transfer to Priya Verma,bank_statement,10
2026-02-25T09:30:00Z,0,75000,75000,CR,txn_9dc72dfe39307b1a,ICIC,salary.2@axis,ICIC,INB,Monthly Salary,bank_statement,
2026-02-27T10:15:00Z,69,0,-69,DR,txn_9747595061b871de,Spotify,spotify@okaxis,OKAXIS,UPI,Spotify Premium,bank_statement,9
2026-02-27T15:22:00Z,130,0,-130,DR,txn_e28f7cc64c2f7670,Starbucks,starbucks@hdfc,AXIS,UPI,,bank_statement,7
2026-02-28T11:00:00Z,1553,0,-1553,DR,txn_78941eb886521173,Electricity Board,electricity@sbin,SBIN,UPI,Monthly Electricity Bill,bank_statement,6
2026-02-28T14:00:00Z,5000,0,-5000,DR,txn_716cabb71f43b324,Car Loan EMI,carloan@hdfc,HDFC,UPI,Car Loan EMI,bank_statement,12
2026-02-28T14:16:00Z,167,0,-167,DR,txn_5f81f00248943752,Ola,ola@icic,SBIN,UPI,,bank_statement,5
2026-03-02T13:28:00Z,1758,0,-1758,DR,txn_41aa19b001624985,Meesho,meesho@upi,KOTAK,UPI,,bank_statement,1
